ID_Transacao,Data_Hora_Transacao,Valor_Reembolso,Quantidade_Combustivel,Preco_Combustivel,ID_Veiculo,Consumo_Medio_Veiculo,Distancia_Percorrida,ID_Condutor,Num_Reembolsos_Recentes,Probabilidade_Fraude
1074,2024-03-23 09:52:59,"114,43","22,9",5,103,"13,1","299,8",1092,3,0
1075,2024-03-23 18:19:50,"178,83","30,1","5,95",168,"12,6","378,7",1087,1,0
1076,2024-03-23 02:07:27,"139,94","26,1","5,36",124,"11,1","289,8",1044,1,0
1077,2024-03-23 03:48:50,"186,49","36,9","5,05",194,"12,7",469,1045,4,0
1078,2024-03-23 05:48:36,"359,16","58,3","6,16",177,"8,2","478,1",1076,1,0
1079,2024-03-23 21:16:40,"210,52","28,6","7,36",129,"12,1","212,7",1088,9,1
1080,2024-03-23 17:09:57,"317,78","54,7","5,81",146,"11,9",400,1040,7,1
1081,2024-03-23 10:46:42,"244,58","36,8","6,65",111,"10,4","382,5",1045,1,0
1082,2024-03-23 22:22:02,"318,66","48,1","6,63",126,"9,4","451,8",1000,2,0
1083,2024-03-24 08:08:25,"103,39","18,4","5,63",144,"13,7","251,6",1072,5,0
1084,2024-03-24 12:20:14,"370,78","55,9","6,63",187,"8,4","288,7",1067,6,1
1085,2024-03-24 10:58:23,"154,25","27,9","5,53",162,"8,5","237,1",1091,1,0
1086,2024-03-24 13:43:22,"206,99",39,"5,31",154,"11,1","432,7",1011,2,0
1087,2024-03-24 08:35:22,"105,66","15,7","6,75",129,"9,8","153,4",1087,4,0
1088,2024-03-24 03:15:02,"63,16",12,"5,28",181,"13,2","157,9",1072,0,0
1089,2024-03-24 12:22:56,"131,5","17,6","7,49",113,"12,4","217,7",1034,2,0
1090,2024-03-24 11:41:14,"62,63","11,5","5,46",155,"13,4","153,7",1098,4,0
1091,2024-03-24 04:31:12,"190,6","29,4","6,49",118,"10,3","302,5",1032,2,0
1092,2024-03-24 10:20:02,"50,48","8,4","6,03",185,"13,2","110,5",1057,2,0
1093,2024-03-24 09:44:49,"73,76","13,9","5,32",125,14,"194,1",1034,3,0
1094,2024-03-24 13:12:05,"224,79","44,3","5,07",170,"10,4","461,1",1045,3,0
1095,2024-03-24 18:12:50,"147,73","22,5","6,56",191,"10,4","234,2",1083,0,0
1096,2024-03-25 07:55:43,"308,9",44,"7,02",137,"14,3","386,7",1065,7,1
1097,2024-03-25 03:00:16,"86,6","12,2","7,11",168,"8,3","101,1",1043,1,0
1098,2024-03-24 21:30:59,"95,46","15,4","6,21",135,"10,5","161,4",1025,2,0
1099,2024-03-25 07:41:12,"325,94",47,"6,94",117,"8,8","413,3",1041,0,0
1100,2024-03-25 10:21:15,"521,35",78,"6,68",156,"8,2","393,3",1076,10,1
1101,2024-03-25 04:25:29,"173,19","25,4","6,81",177,"8,8","223,8",1029,0,0
1102,2024-03-25 05:19:27,"441,9","70,9","6,23",122,11,"479,5",1031,7,1
1103,2024-03-25 22:07:23,"236,37","35,9","6,58",113,"12,8","459,8",1035,3,0
1104,2024-03-25 20:26:44,"338,58","48,3","7,01",195,10,483,1018,5,0
1105,2024-03-25 10:36:16,"104,54","17,5","5,99",168,"13,9","242,6",1021,3,0
1106,2024-03-26 03:38:00,"87,72","12,5","7,01",121,"11,1","138,9",1064,2,0
1107,2024-03-25 08:58:29,"145,36","22,4","6,48",127,"14,8",332,1056,2,0
1108,2024-03-25 21:58:08,"131,79","24,4","5,41",142,"14,7","358,1",1010,2,0
1109,2024-03-25 12:50:11,"40,18","7,9","5,06",175,"13,4","106,4",1025,0,0
1110,2024-03-25 20:46:00,"267,88","45,3","5,91",117,"14,5","403,9",1047,12,1
1111,2024-03-26 01:10:27,"28,69","4,5","6,37",199,"12,9","58,1",1018,1,0
1112,2024-03-26 09:46:04,"132,67","18,7","7,1",194,"14,3","267,2",1082,2,0
1113,2024-03-25 20:02:46,"109,14","20,5","5,32",176,"9,7",199,1011,3,0
1114,2024-03-25 22:03:14,"257,86","36,8",7,183,"10,4","383,1",1066,1,0
1115,2024-03-26 15:42:23,"102,66","14,3","7,16",135,"13,3","190,7",1055,3,0
1116,2024-03-26 08:43:28,"206,45","38,4","5,38",106,11,"422,1",1017,0,0
1117,2024-03-26 14:35:06,"162,96","22,9","7,13",122,"13,9","317,7",1004,2,0
1118,2024-03-27 00:51:23,"216,07","28,9","7,48",133,"14,1","407,3",1023,2,0
1119,2024-03-26 11:34:34,"334,38",49,"6,82",195,"10,1","495,2",1077,3,0
1120,2024-03-26 17:35:51,"291,83","41,9","6,96",120,"13,8","355,6",1037,6,1
1121,2024-03-27 03:54:42,"405,94","54,2","7,49",169,"9,1","493,2",1066,2,0
1122,2024-03-26 22:34:12,"39,82","6,1","6,51",179,"10,3",63,1069,2,0
1123,2024-03-27 03:11:26,"100,58","17,4","5,77",198,"11,6","202,2",1075,0,0
1124,2024-03-26 23:37:19,"72,75","10,3","7,09",146,"9,6","98,5",1051,0,0
1125,2024-03-26 19:16:48,"90,8","13,9","6,54",152,"12,1",168,1074,1,0
1126,2024-03-27 05:49:13,"227,88","35,3","6,45",183,"12,1","427,5",1038,4,0
1127,2024-03-27 04:31:19,"38,63","6,9","5,63",140,"9,4","64,5",1058,3,0
1128,2024-03-27 02:06:57,"234,2",34,"6,89",174,"13,6","284,1",1025,8,1
1129,2024-03-27 11:28:07,"127,99","24,6","5,2",131,"12,4","305,2",1064,0,0
1130,2024-03-27 09:40:33,"216,79","29,7","7,31",113,"10,2","302,5",1079,1,0
1131,2024-03-27 22:30:56,"159,71","27,5","5,81",187,"9,6","263,9",1047,2,0
1132,2024-03-27 21:34:19,"152,03","28,6","5,32",194,"14,2","405,8",1052,3,0
1133,2024-03-27 22:39:27,"78,75","12,9","6,11",116,"13,9","110,1",1008,7,1
1134,2024-03-27 13:20:12,"101,03","19,8","5,11",124,"9,6","189,8",1004,1,0
1135,2024-03-27 23:04:26,"267,66","39,9","6,71",163,"8,2","327,1",1071,2,0
1136,2024-03-28 03:06:59,"313,49","43,2","7,26",172,"13,6","360,9",1060,8,1
1137,2024-03-28 13:14:22,"133,67","18,9","7,09",185,"12,3","231,9",1020,0,0
1138,2024-03-28 14:14:18,"271,44",51,"5,32",147,"8,7","443,9",1096,1,0
1139,2024-03-28 09:40:21,"104,2","19,6","5,32",134,"12,1",237,1062,3,0
1140,2024-03-28 19:39:42,"145,12","20,6","7,03",136,"11,2","231,2",1019,1,0
1141,2024-03-28 06:03:17,"36,17","4,9","7,31",154,"13,4","66,3",1057,1,0
1142,2024-03-29 00:16:09,"313,91",51,"6,15",116,"9,5",298,1044,7,"0,912"
1143,2024-03-29 00:57:01,"334,97","53,6","6,25",127,"11,2","368,9",1021,7,1
1144,2024-03-29 01:28:20,"64,69","11,2","5,8",100,"9,1","101,5",1076,3,0
1145,2024-03-28 21:21:02,"92,3","12,7","7,24",152,"14,7","187,4",1074,7,"0,207"
1146,2024-03-28 16:23:44,"319,96","48,4","6,61",172,"13,5","401,6",1081,6,1
1147,2024-03-29 06:52:33,"93,04","16,3","5,72",154,"13,2","214,7",1062,5,0
1148,2024-03-29 05:05:55,"71,29","12,4","5,75",160,"12,8","158,7",1029,2,0
1149,2024-03-29 09:56:10,377,"52,1","7,23",112,11,"352,5",1062,7,1
1150,2024-03-29 06:51:17,"78,18","15,5","5,03",146,"14,5","138,5",1096,6,1
1151,2024-03-29 01:46:14,"309,64","53,3","5,81",163,"8,5",453,1043,3,0
1152,2024-03-29 18:31:54,"45,81","7,2","6,39",131,"13,6","97,5",1066,0,0
1153,2024-03-29 15:48:29,"338,39",63,"5,37",127,"9,5","367,9",1057,9,1
1154,2024-03-29 18:35:21,"139,53","26,7","5,23",152,"10,3","274,8",1064,4,0
1155,2024-03-29 11:27:19,436,"61,9","7,04",130,"11,6","441,5",1035,7,1
1156,2024-03-29 08:53:22,"57,28","7,9","7,24",107,"13,5","106,8",1005,1,0
1157,2024-03-30 03:47:07,"180,36","25,5","7,06",171,"13,9","355,1",1036,0,0
1158,2024-03-30 03:48:53,"184,19","25,4","7,25",197,"12,1","307,4",1092,1,0
1159,2024-03-30 01:42:20,"157,14","24,6","6,38",186,"10,8",266,1074,0,0
1160,2024-03-30 05:55:07,"130,54","18,6","7,03",173,"14,6","271,1",1054,1,0
1161,2024-03-29 21:01:41,"374,83","62,9","5,96",124,"9,7","374,9",1076,7,1
1162,2024-03-29 22:00:01,"376,68","56,5","6,67",132,"13,6",472,1074,11,1
1163,2024-03-30 11:50:09,"55,33","7,4","7,47",167,"12,3","91,1",1058,3,0
1164,2024-03-30 09:38:14,"30,84","5,5","5,56",106,"10,6","58,8",1037,1,0
1165,2024-03-30 18:06:47,"307,9","51,6","5,97",196,8,"412,6",1024,6,"0,284"
1166,2024-03-29 23:51:54,"55,13","8,9","6,2",165,"11,1","98,7",1078,2,0
1167,2024-03-30 13:31:39,"266,96","49,9","5,35",145,"9,9",494,1076,2,0
1168,2024-03-30 18:34:36,"196,46","37,8","5,2",195,"8,7","328,7",1032,1,0
1169,2024-03-30 06:47:15,"285,21","40,3","7,07",104,"8,5","342,9",1012,1,0
1170,2024-03-30 16:52:34,"99,8","13,4","7,44",116,"10,4","139,5",1037,1,0
1171,2024-03-30 07:20:37,"77,25","12,9","6,01",175,"12,3","158,1",1057,5,0
1172,2024-03-30 08:41:42,"130,2","24,9","5,22",151,"13,9","346,7",1087,0,0
1173,2024-03-30 13:44:58,"254,89","49,4","5,16",111,"9,3","459,4",1019,1,0
1174,2024-03-30 11:44:14,"323,44","44,7","7,23",161,11,"492,1",1016,3,0
1175,2024-03-31 05:45:46,"80,08",13,"6,16",134,"10,7","139,1",1023,2,0
1176,2024-03-31 05:37:09,"55,2","9,5","5,8",161,"11,6","110,4",1025,3,0
1177,2024-03-30 22:11:44,"34,07","5,5","6,19",120,"13,7","75,4",1039,4,0
1178,2024-03-31 04:30:35,"349,51","60,3","5,8",184,"11,9","440,7",1031,6,1
1179,2024-03-31 07:54:38,"81,71","13,1","6,22",165,"13,9","182,6",1092,1,0
1180,2024-03-31 01:57:33,"50,95","7,1","7,15",152,"11,6","50,8",1077,6,1
1181,2024-03-31 13:57:23,"80,04","12,4","6,48",120,"12,2","150,7",1036,7,"0,353"
1182,2024-03-31 10:29:52,"123,38","18,3","6,74",114,"11,1","203,2",1085,0,0
1183,2024-03-31 06:01:08,"212,37","35,9","5,91",174,"13,8","495,9",1097,1,0
1184,2024-03-31 17:20:32,"134,92","19,7","6,85",173,"14,5","285,6",1090,0,0
1185,2024-03-31 13:42:58,"123,38","18,5","6,67",181,"12,5","142,1",1091,8,1
1186,2024-04-01 08:50:46,"77,64","14,6","5,3",122,"13,7","200,7",1085,1,0
1187,2024-03-31 15:11:19,"152,02","23,6","6,43",130,"8,4","198,6",1059,0,0
1188,2024-04-01 10:07:09,"23,23","4,1","5,64",153,"14,3","58,9",1056,3,0
1189,2024-03-31 18:38:17,"135,9","19,4","7,01",154,"9,3","110,8",1057,10,1
1190,2024-04-01 01:44:22,"224,34",37,"6,06",125,"9,8","362,8",1066,1,0
1191,2024-04-01 16:07:17,"92,82","12,4","7,49",152,"8,4","104,1",1021,3,0
1192,2024-03-31 20:25:49,"54,35","10,4","5,23",165,"14,8","153,8",1057,4,0
1193,2024-04-01 15:27:36,"103,16","14,8","6,95",138,14,"207,8",1084,0,0
1194,2024-04-01 17:06:05,"181,38","27,2","6,68",106,"14,4",391,1079,1,0
1195,2024-04-01 03:32:02,"155,38","22,5","6,92",187,"13,9","312,1",1072,1,0
1196,2024-04-01 08:19:59,"296,49","51,4","5,77",138,"11,4",360,1076,6,1
1197,2024-04-01 13:33:13,"131,13",21,"6,23",131,"14,5","305,2",1073,1,0
1198,2024-04-01 19:44:15,"168,89","24,2","6,99",125,"14,8","357,6",1048,0,0
1199,2024-04-01 22:18:02,"24,89","4,5","5,58",186,"11,5","51,3",1084,4,0
1200,2024-04-01 16:00:50,"283,89",51,"5,57",177,"9,2","468,9",1048,5,0
1201,2024-04-02 07:20:18,"82,31","12,9","6,38",128,"12,6","99,9",1041,6,1
1202,2024-04-02 14:18:29,"99,25","15,7","6,31",124,"14,8","232,8",1039,1,0
1203,2024-04-02 02:39:15,"261,61","45,8","5,71",155,"14,1",397,1070,8,1
1204,2024-04-02 08:27:45,"100,99","17,6","5,75",130,14,"245,9",1045,6,"0,246"
1205,2024-04-02 03:47:44,"186,83","32,8","5,69",165,"14,5","476,1",1021,0,0
1206,2024-04-02 07:41:19,"126,19","18,2","6,93",101,"14,3","260,4",1081,2,0
1207,2024-04-02 07:16:10,"219,53","33,1","6,63",186,"13,4","443,7",1020,0,0
1208,2024-04-02 02:04:37,"225,96","31,9","7,08",146,13,"414,9",1050,1,0
1209,2024-04-03 00:57:18,"369,29","49,6","7,44",174,"9,9","491,4",1013,0,0
1210,2024-04-02 14:50:50,"234,97",38,"6,19",128,"12,3","466,9",1073,1,0
1211,2024-04-02 23:44:07,"200,7","38,8","5,17",198,"11,7","454,2",1096,0,0
1212,2024-04-02 15:16:55,"225,66","44,1","5,12",148,14,"379,2",1008,8,1
1213,2024-04-03 01:48:01,"176,23","30,7","5,74",172,"11,4","215,1",1017,7,1
1214,2024-04-02 17:15:27,"80,55",11,"7,33",131,"8,9","97,8",1012,0,0
1215,2024-04-03 04:32:04,"461,91","73,2","6,31",129,8,"359,9",1016,10,1
1216,2024-04-03 07:33:02,"219,33","38,6","5,68",114,"12,7","490,4",1086,3,0
1217,2024-04-03 15:11:59,"191,69","31,9",6,161,"11,8",377,1024,2,0
1218,2024-04-03 16:22:12,"295,28","45,4","6,5",177,"10,3","467,9",1053,3,0
1219,2024-04-03 20:16:24,"296,84","44,8","6,63",116,"9,2","411,9",1015,1,0
1220,2024-04-03 14:55:13,"58,75","10,9","5,38",121,"11,3","123,4",1023,3,0
1221,2024-04-03 18:10:37,"225,57","30,3","7,44",129,"8,7","162,1",1094,11,1
1222,2024-04-03 13:36:42,"124,63","19,6","6,36",180,"10,4","203,8",1074,0,0
1223,2024-04-03 20:45:33,"62,73","11,7","5,34",115,"10,7","125,7",1022,0,0
1224,2024-04-03 15:26:31,"199,43","27,6","7,23",151,"11,3","311,7",1040,2,0
1225,2024-04-03 15:53:05,"224,59","43,3","5,19",107,"11,3",489,1085,2,0
1226,2024-04-03 21:24:30,"291,32","40,1","7,27",163,"9,8","392,7",1032,6,"0,292"
1227,2024-04-03 18:18:07,"128,67","17,2","7,49",138,14,"240,5",1041,3,0
1228,2024-04-04 11:45:08,"33,43",5,"6,75",130,"10,5",52,1047,2,0
1229,2024-04-03 16:15:09,"137,88","19,9","6,93",111,"9,6",191,1017,3,0
1230,2024-04-04 07:10:32,"182,18","31,2","5,84",132,"9,2",287,1062,6,"0,472"
1231,2024-04-04 06:47:55,"139,79",19,"7,35",157,"10,3","195,9",1077,1,0
1232,2024-04-04 01:56:20,"74,35","11,8","6,32",111,"8,5",100,1091,2,0
1233,2024-04-04 16:10:41,"207,57","30,4","6,83",124,"8,2","249,2",1010,1,0
1234,2024-04-04 15:11:01,"159,9","21,9","7,31",137,"12,2",164,1023,12,1
1235,2024-04-05 01:20:06,"277,76","37,3","7,44",147,"12,3","459,2",1060,3,0
1236,2024-04-05 03:32:59,"57,97","8,2","7,08",181,"11,7","95,8",1063,1,0
1237,2024-04-04 14:36:46,"31,23","5,4","5,76",182,"13,3","72,1",1035,1,0
1238,2024-04-04 09:27:36,"46,84","6,3","7,42",154,"8,3","52,4",1082,3,0
1239,2024-04-04 23:06:51,"88,92","13,5","6,57",102,"14,6","197,6",1076,1,0
1240,2024-04-05 01:14:57,476,"64,9","7,33",198,"8,7","347,2",1096,8,1
1241,2024-04-05 10:22:24,"199,49","29,8","6,69",168,"12,7","378,7",1052,1,0
1242,2024-04-05 08:00:04,"164,67","28,5","5,77",134,"8,9",254,1082,5,0
1243,2024-04-04 20:40:06,"149,46","25,2","5,93",150,"14,2","357,9",1046,1,0
1244,2024-04-05 05:11:08,"116,6","18,3","6,38",126,"11,6",212,1051,3,0
1245,2024-04-05 05:14:54,"462,9","66,3","6,98",136,"8,6","350,5",1095,9,1
1246,2024-04-05 09:01:48,"32,15","5,6","5,79",184,"12,3","68,3",1078,3,0
1247,2024-04-06 00:40:45,"179,8","27,9","6,45",115,"8,1","225,8",1056,2,0
1248,2024-04-05 13:19:59,"177,51","30,3","5,86",191,"13,4","405,9",1074,4,0
1249,2024-04-05 21:23:19,"229,86","32,7","7,04",124,"12,6","411,4",1022,2,0
1250,2024-04-05 11:35:19,"241,8","39,2","6,17",132,"9,5","372,3",1058,1,0
1251,2024-04-05 13:57:11,"69,48","13,4","5,19",161,"10,6","141,9",1068,2,0
1252,2024-04-05 13:06:43,"107,86","19,9","5,42",116,"8,1","161,2",1055,1,0
1253,2024-04-06 09:34:15,"198,89","38,6","5,15",142,"12,9","498,2",1085,2,0
1254,2024-04-06 04:21:44,"95,28","15,2","6,25",129,"10,3","96,5",1041,6,1
1255,2024-04-06 07:21:49,"57,66","10,9","5,27",140,12,"131,3",1017,0,0
1256,2024-04-06 07:56:49,"39,05","7,4","5,29",103,"14,7","108,5",1070,3,0
1257,2024-04-06 15:09:12,"143,65","19,5","7,35",165,"10,1","197,4",1032,1,0
1258,2024-04-06 03:45:48,"69,68","9,7","7,18",159,"14,9","144,6",1002,3,0
1259,2024-04-06 01:47:02,"135,45","22,1","6,13",108,"12,4",274,1027,4,0
1260,2024-04-06 08:32:15,"203,19","27,2","7,46",130,"9,7","264,2",1000,4,0
1261,2024-04-06 17:10:57,"205,27","41,1",5,188,"11,1","455,7",1062,2,0
1262,2024-04-06 10:38:15,"32,45",5,"6,53",199,"13,2","65,6",1046,2,0
1263,2024-04-07 00:59:42,"114,24","17,5","6,54",168,"11,1","193,9",1036,1,0
1264,2024-04-06 09:12:57,"230,07","37,5","6,14",123,"8,5","318,5",1085,0,0
1265,2024-04-06 15:45:06,"209,78",35,"5,99",123,"9,2","322,2",1047,3,0
1266,2024-04-07 03:57:12,"196,93","32,1","6,14",192,"13,5","266,1",1018,5,"0,932"
1267,2024-04-07 10:02:51,"201,49","33,4","6,04",144,"12,5",417,1013,2,0
1268,2024-04-07 09:53:01,"44,51","6,5","6,83",194,12,"78,2",1066,4,0
1269,2024-04-07 01:54:19,"242,04","45,3","5,34",136,"9,2",417,1082,2,0
1270,2024-04-06 23:15:12,"107,67","19,6","5,49",157,"13,9","272,6",1096,3,0
1271,2024-04-07 00:02:44,"40,86","7,5","5,45",182,"14,7","110,2",1084,2,0
1272,2024-04-07 05:11:39,"305,91",54,"5,66",122,"8,3","448,6",1064,4,0
1273,2024-04-07 12:57:31,"254,03","40,3","6,31",134,"8,5","342,2",1025,1,0
1274,2024-04-07 12:58:31,"74,78","14,2","5,28",162,"14,2","123,6",1009,7,1
1275,2024-04-07 22:20:27,"34,07","4,8","7,17",105,"13,7","65,1",1098,1,0
1276,2024-04-07 18:58:24,"52,97","9,2","5,74",105,"12,3","113,5",1076,0,0
1277,2024-04-07 16:48:31,"120,06","22,2","5,41",129,"14,6",324,1069,1,0
1278,2024-04-07 09:55:03,"69,95","10,5","6,69",100,"12,5","130,7",1042,2,0
1279,2024-04-07 15:30:17,"81,39",16,"5,1",162,"9,5","151,6",1069,4,0
1280,2024-04-07 22:54:30,"30,65","4,7","6,55",107,"13,1","61,3",1098,1,0
1281,2024-04-08 01:30:52,"202,66",30,"6,75",127,"12,5","375,3",1079,3,0
1282,2024-04-08 08:04:10,"154,19","27,8","5,54",188,"14,9","414,7",1071,0,0
1283,2024-04-08 04:05:35,"219,35",43,"5,1",132,"9,5","408,6",1058,5,0
1284,2024-04-07 20:29:37,"52,03","8,8","5,91",152,"12,2","107,4",1002,1,0
1285,2024-04-08 19:02:53,"177,53","33,8","5,25",137,"13,5","456,5",1004,6,"0,355"
1286,2024-04-08 23:20:55,"179,3","33,9","5,29",151,"10,4","352,5",1084,1,0
1287,2024-04-08 17:20:23,"239,25","42,4","5,64",177,"10,7","453,9",1094,2,0
1288,2024-04-08 07:30:26,"165,23","28,8","5,74",110,"14,2","251,2",1077,5,"0,701"
1289,2024-04-08 12:23:39,"144,31","22,8","6,32",101,"10,8","246,6",1082,2,0
1290,2024-04-08 20:00:41,"217,75","32,5","6,7",152,"12,4",403,1036,1,0
1291,2024-04-08 17:06:30,"41,98","6,5","6,48",193,"14,2",92,1083,3,0
1292,2024-04-08 20:34:14,"160,76","29,9","5,37",193,"9,5","284,4",1051,3,0
1293,2024-04-09 12:52:27,"155,39","28,6","5,43",167,"14,9","426,4",1065,0,0
1294,2024-04-09 11:40:00,"384,71","53,4","7,2",176,"12,9","423,6",1062,10,1
1295,2024-04-09 16:21:12,"267,3","41,8","6,4",106,"11,5","480,3",1006,2,0
1296,2024-04-09 00:09:34,"237,39","33,1","7,17",166,11,"364,2",1096,3,0
1297,2024-04-09 02:40:34,"57,89","9,8","5,93",108,"14,7","143,5",1052,2,0
1298,2024-04-09 12:24:06,"41,12","6,3","6,54",177,"9,4","59,1",1005,0,0
1299,2024-04-09 19:16:28,"164,37",26,"6,31",162,"10,2","265,7",1006,1,0
1300,2024-04-09 03:41:51,"159,9","27,6","5,8",110,"10,2","281,2",1043,5,0
1301,2024-04-09 13:31:53,"158,73","25,7","6,17",136,10,"158,1",1017,5,1
1302,2024-04-09 11:24:11,"95,64","15,3","6,26",113,"11,3","106,1",1053,6,1
1303,2024-04-09 21:00:01,"115,83","21,1","5,5",118,"14,9","313,8",1028,7,"0,241"
1304,2024-04-09 19:11:58,"160,61","27,7","5,79",107,"14,2","393,9",1082,0,0
1305,2024-04-10 02:47:14,"547,93","78,5","6,98",106,"10,3","496,9",1024,8,1
1306,2024-04-09 18:26:20,"259,26","35,6","7,29",158,11,"391,2",1062,3,0
1307,2024-04-09 14:57:00,"189,13","32,1","5,9",162,"12,7","407,1",1067,0,0
1308,2024-04-10 04:48:12,"233,22","40,4","5,77",106,"8,1","327,4",1012,1,0
1309,2024-04-09 18:19:56,"197,84",36,"5,49",154,"13,7","493,7",1031,0,0
1310,2024-04-10 15:54:39,"159,48","23,8","6,7",102,"14,2",338,1026,2,0
1311,2024-04-10 01:18:12,"181,4","31,2","5,81",166,14,"437,1",1050,1,0
1312,2024-04-10 14:08:07,"335,16","44,9","7,47",117,"10,6","475,6",1033,3,0
1313,2024-04-10 04:42:41,"242,98","41,8","5,81",144,"11,2","468,4",1027,0,0
1314,2024-04-10 03:52:37,"163,87","27,4","5,99",196,"8,1","221,6",1072,2,0
1315,2024-04-10 20:25:52,"83,76","12,9","6,51",191,"10,8","85,4",1071,7,1
1316,2024-04-11 01:55:43,"79,56","11,4",7,135,"11,2","127,3",1084,1,0
1317,2024-04-11 01:00:28,"53,85","8,7","6,17",115,"14,3","76,7",1029,9,1
1318,2024-04-11 06:23:40,"41,28","6,8","6,06",178,"14,3","97,4",1092,1,0
1319,2024-04-10 16:57:31,"67,36",9,"7,49",128,"14,8","133,1",1008,4,0
1320,2024-04-11 05:51:45,"117,3","23,3","5,03",158,"14,2","203,5",1012,7,1
1321,2024-04-11 09:34:46,"263,32","36,4","7,24",117,"8,1","294,6",1081,4,0
1322,2024-04-11 15:32:58,"159,08","29,6","5,37",148,"12,5","370,3",1063,1,0
1323,2024-04-11 03:37:28,"118,65",17,"6,96",145,"8,5","144,9",1037,3,0
1324,2024-04-11 08:09:04,"232,93","35,6","6,54",182,"9,9","352,6",1021,2,0
1325,2024-04-11 07:46:44,"178,86","30,6","5,85",128,12,"366,9",1030,2,0
1326,2024-04-11 20:53:44,"167,76","23,4","7,18",169,"12,9","301,4",1098,0,0
1327,2024-04-11 06:34:14,"182,28","36,2","5,03",149,"12,6","456,6",1041,0,0
1328,2024-04-11 20:38:58,"109,09","19,6","5,57",154,"8,3","99,9",1061,8,1
1329,2024-04-11 12:16:32,"95,71","14,9","6,42",126,"8,7","129,7",1063,1,0
1330,2024-04-12 07:32:31,"160,48","27,3","5,88",106,"8,9","242,9",1073,4,0
1331,2024-04-11 22:57:24,"81,25","12,4","6,53",190,"8,6",107,1008,4,0
1332,2024-04-11 22:40:18,"272,78","53,9","5,06",182,"9,2","304,8",1094,10,1
1333,2024-04-11 16:37:10,"94,77","17,9","5,29",180,"12,8","229,3",1043,1,0
1334,2024-04-11 22:41:10,"68,66","12,9","5,32",140,"13,8","178,1",1062,2,0
1335,2024-04-12 13:12:37,"63,48","11,6","5,47",110,"10,9","126,5",1039,3,0
1336,2024-04-11 22:45:01,"96,53","15,7","6,15",104,"12,8","200,9",1087,1,0
1337,2024-04-12 19:52:07,"236,85","34,4","6,88",165,"9,4","323,6",1040,0,0
1338,2024-04-12 19:45:01,"246,73",34,"7,26",155,"14,8","309,1",1071,12,1
1339,2024-04-13 00:19:49,"137,11","19,3","7,09",111,"10,4","123,6",1049,8,"0,982"
1340,2024-04-12 14:35:23,"41,95","7,6","5,49",141,"13,9","106,2",1019,4,0
1341,2024-04-12 06:41:04,"25,9","4,2","6,1",174,"14,6",62,1080,2,0
1342,2024-04-12 16:39:39,"21,69","3,9","5,5",109,"14,1","55,6",1091,3,0
1343,2024-04-12 23:32:23,"296,92","52,5","5,66",127,"8,5","445,9",1069,0,0
1344,2024-04-13 00:37:47,"34,93","5,6","6,26",106,"12,6","70,3",1041,2,0
1345,2024-04-12 19:13:16,"222,66","43,1","5,17",113,"8,8",379,1032,4,0
1346,2024-04-12 19:21:41,"499,41",90,"5,55",176,8,"442,4",1091,8,1
1347,2024-04-13 02:08:50,"133,8","18,2","7,34",168,"8,4","94,1",1062,7,1
1348,2024-04-12 22:35:05,"105,53","17,1","6,17",160,"14,4","246,3",1056,2,0
1349,2024-04-13 13:49:54,"204,94","33,5","6,11",150,"14,4",483,1064,1,0
1350,2024-04-13 18:05:44,"223,34","44,3","5,04",141,"9,6","425,4",1051,0,0
1351,2024-04-13 13:39:59,"128,78","22,9","5,62",107,"11,8","270,4",1098,2,0
1352,2024-04-13 10:47:28,"191,79","26,7","7,17",149,"14,7","393,2",1087,3,0
1353,2024-04-13 18:38:55,"199,93",37,"5,41",100,"11,5",425,1005,1,0
1354,2024-04-14 02:32:17,"115,54","19,1","6,04",168,"10,8","206,6",1006,1,0
1355,2024-04-14 05:13:52,"199,61","39,6","5,04",110,"11,4","451,5",1008,2,0
1356,2024-04-13 09:05:55,"120,19","19,4","6,2",147,"13,5","261,7",1060,1,0
1357,2024-04-13 15:50:23,"209,07","41,4","5,05",109,"11,3","287,5",1079,5,"0,943"
1358,2024-04-13 18:27:41,"261,06",37,"7,05",114,"13,5","499,9",1033,1,0
1359,2024-04-14 11:28:48,"275,66",39,"7,06",146,11,"429,5",1034,3,0
1360,2024-04-14 02:58:48,"246,27","35,3","6,97",192,"9,8","212,8",1098,7,1
1361,2024-04-14 09:12:46,"30,32","5,3","5,71",124,"10,3","54,7",1019,0,0
1362,2024-04-13 21:05:50,"276,76",39,"7,09",105,"8,5","331,8",1057,1,0
1363,2024-04-14 09:27:26,"202,86","31,9","6,36",110,"11,5","366,8",1086,7,"0,232"
1364,2024-04-14 14:05:09,"225,93","38,1","5,93",116,9,"342,9",1059,0,0
1365,2024-04-14 04:59:56,"232,47","35,4","6,56",114,"13,7","485,5",1053,0,0
1366,2024-04-14 04:40:32,"202,26","40,2","5,03",115,"10,9","438,3",1034,0,0
1367,2024-04-14 12:00:03,"164,02","30,6","5,36",155,"13,4",252,1046,5,1
1368,2024-04-15 04:15:21,"59,46","8,7","6,86",165,"14,7","78,3",1045,10,1
1369,2024-04-15 04:51:36,"106,63",19,"5,61",135,"13,9","264,2",1086,3,0
1370,2024-04-15 08:19:52,"159,27","24,5","6,5",182,"14,7","360,2",1003,3,0
